Date,Open,High,Low,Close,Adj Close,Volume
2017-06-16,166.5,167.9,165.85,167.15,142.26,9457498
2017-06-19,167.5,167.8,164.6,166.05,141.32,5175569
2017-06-20,167.0,170.35,165.8,169.1,143.92,6212122
2017-06-21,168.2,168.45,164.35,164.8,140.26,8411843
2017-06-22,164.8,165.15,160.05,160.45,136.56,8856235
2017-06-23,161.2,161.35,157.3,158.1,134.56,4803636
2017-06-27,158.95,160.85,155.2,159.95,136.13,7105195
2017-06-28,161.05,161.45,157.5,158.1,134.56,7419236
2017-06-29,159.8,160.95,157.25,157.85,134.34,8800016
2017-06-30,157.8,158.8,156.3,157.3,133.88,5746101
2017-07-03,157.4,159.5,155.9,159.1,135.41,6622621
2017-07-04,159.5,161.75,159.0,159.9,136.09,5371351
2017-07-05,160.4,163.5,159.95,162.8,138.56,5605189
2017-07-06,162.8,163.4,160.1,161.7,137.62,7115526
2017-07-07,161.5,162.0,159.1,159.6,135.83,5247930
2017-07-10,161.25,163.2,161.0,162.4,138.22,1376868
2017-07-11,162.55,163.4,160.0,160.25,136.39,7988251
2017-07-12,161.05,165.9,161.05,162.85,138.6,12966188
2017-07-13,164.1,164.1,158.6,158.9,135.24,9072801
2017-07-14,159.5,160.05,157.65,158.35,134.77,7114944
2017-07-17,160.0,160.9,158.8,160.05,136.22,6649645
2017-07-18,160.5,162.0,159.4,161.7,137.62,5319994
2017-07-19,162.05,163.5,159.8,163.0,138.73,9814913
2017-07-20,162.2,167.85,162.1,165.85,141.15,16154989
2017-07-21,166.45,166.6,163.6,164.35,139.88,7090770
2017-07-24,165.0,165.0,161.7,163.25,138.94,10394896
2017-07-25,163.5,163.8,161.75,163.3,138.98,6521103
2017-07-26,164.25,164.6,163.4,164.0,139.58,9143178
2017-07-27,165.0,165.0,162.0,162.9,138.64,12361923
2017-07-28,161.6,165.5,160.25,164.75,140.22,10303502
2017-07-31,165.0,170.0,165.0,169.4,144.17,13899095
2017-08-01,170.25,170.3,166.8,167.4,142.47,6705176
2017-08-02,167.5,167.5,164.1,165.4,140.77,7743355
2017-08-03,165.0,166.75,163.15,165.7,141.03,6902925
2017-08-04,165.5,167.3,163.6,166.4,141.62,6316753
2017-08-07,166.0,167.05,165.1,165.9,141.2,3289743
2017-08-08,165.95,166.3,162.5,164.0,139.58,5981069
2017-08-09,163.8,166.2,162.5,165.7,141.03,5908883
2017-08-10,164.5,165.6,162.15,163.7,139.32,8412268
2017-08-11,161.55,162.0,158.5,159.65,135.88,5471462
2017-08-14,160.3,162.3,160.0,161.7,137.62,3892174
2017-08-16,161.7,161.75,159.5,160.95,136.98,6213088
2017-08-17,160.85,161.65,160.0,160.6,136.69,5184915
2017-08-18,160.1,161.65,159.5,160.9,136.94,5559512
2017-08-21,161.45,164.55,156.4,157.15,133.75,11137965
2017-08-22,158.0,160.4,157.5,159.45,135.71,5611720
2017-08-23,160.4,160.75,159.25,159.7,135.92,2344934
2017-08-24,160.4,160.4,159.05,159.45,135.71,3724532
2017-08-28,160.4,161.4,159.6,160.6,136.69,3680139
2017-08-29,160.0,160.0,157.0,157.25,133.83,7756416
2017-08-30,158.4,159.1,157.65,158.4,134.81,5219322
2017-08-31,160.6,160.65,156.05,156.95,133.58,16715886
2017-09-01,158.0,160.4,157.3,159.95,136.13,6511029
2017-09-04,160.4,162.3,159.1,161.8,137.71,4859269
2017-09-05,163.0,163.65,161.4,162.8,138.56,5823055
2017-09-06,162.4,163.8,161.9,162.3,138.13,3791076
2017-09-07,163.2,163.2,161.6,162.3,138.13,9101357
2017-09-08,162.4,163.3,159.35,161.85,137.75,10505052
2017-09-11,162.3,163.9,161.0,163.05,138.77,9449161
2017-09-12,163.1,163.5,161.5,162.3,138.13,10536298
2017-09-13,162.1,162.8,160.85,161.05,137.07,7006941
2017-09-14,161.5,162.5,158.25,159.35,135.62,15371676
2017-09-15,159.5,167.85,159.0,166.75,141.92,25453536
2017-09-18,167.05,167.95,164.8,165.2,140.6,8383548
2017-09-19,163.8,166.55,163.75,165.9,141.2,7052113
2017-09-20,167.0,170.9,164.5,167.7,142.73,12062311
2017-09-21,167.7,168.2,163.75,165.9,141.87,7198883
2017-09-22,165.3,165.3,163.3,164.45,140.63,10308999
2017-09-25,163.9,165.3,161.05,164.8,140.93,8935570
2017-09-26,166.1,172.5,166.1,171.4,146.58,19866213
2017-09-27,172.05,173.05,169.65,170.2,145.55,7437060
2017-09-28,169.25,173.35,166.75,171.55,146.7,14120709
2017-09-29,171.8,174.35,170.0,170.95,146.19,6418518
2017-10-03,174.0,174.05,170.0,170.65,145.93,5604933
2017-10-04,170.75,172.8,170.1,172.1,147.17,5087199
2017-10-05,172.7,172.7,170.8,171.2,146.41,3767993
2017-10-06,171.8,174.7,171.5,173.85,148.67,6144349
2017-10-09,173.4,173.45,170.4,170.7,145.98,2981922
2017-10-10,171.0,172.15,169.1,170.35,145.68,3112910
2017-10-11,171.4,172.15,168.0,169.15,144.65,4202871
2017-10-12,169.7,170.6,167.75,169.7,145.12,4877955
2017-10-13,169.15,170.35,168.3,169.65,145.08,5190805
2017-10-16,170.45,172.9,170.05,172.05,147.13,5054731
2017-10-17,171.15,172.0,170.0,171.2,146.41,6819547
2017-10-18,171.0,174.95,170.5,174.45,149.18,7869107
2017-10-19,175.0,175.5,171.3,172.05,147.13,1215089
2017-10-23,172.9,173.4,170.55,171.7,146.83,4126469
2017-10-24,171.5,177.25,171.05,176.0,150.51,10817861
2017-10-25,177.95,178.3,175.55,176.85,151.24,6103342
2017-10-26,176.45,180.0,175.9,177.35,151.66,15326252
2017-10-27,177.9,184.9,177.2,184.0,157.35,9866477
2017-10-30,188.0,191.35,186.0,186.6,159.57,16606395
2017-10-31,186.4,192.0,184.6,191.1,163.42,10698129
2017-11-01,192.0,193.2,190.1,191.0,163.34,5341109
2017-11-02,191.0,192.2,187.55,188.0,160.77,4024181
2017-11-03,187.15,192.4,186.0,191.85,166.73,7942915
2017-11-06,192.85,200.45,191.1,199.25,173.16,16363370
2017-11-07,202.5,205.5,192.9,193.8,168.42,20559837
2017-11-08,195.0,195.7,191.0,192.55,167.33,6275377
2017-11-09,193.95,195.0,185.85,189.6,164.77,7527346
2017-11-10,190.0,192.65,188.35,191.1,166.07,6035746
2017-11-13,189.95,190.3,183.55,184.2,160.08,6894203
2017-11-14,184.9,185.1,181.35,182.0,158.17,4663077
2017-11-15,180.6,181.4,175.8,177.55,154.3,7701984
2017-11-16,182.5,182.65,177.1,179.15,155.69,7245718
2017-11-17,182.4,183.5,177.2,177.6,154.34,6851616
2017-11-20,178.7,180.45,177.7,180.0,156.43,4004561
2017-11-21,180.9,182.0,178.2,180.9,157.21,5170506
2017-11-22,181.2,182.75,180.0,181.3,157.56,3217008
2017-11-23,181.9,182.75,180.5,181.7,157.9,3511238
2017-11-24,182.5,182.6,180.4,181.0,157.3,2358579
2017-11-27,182.35,184.45,181.55,184.05,159.95,6930971
2017-11-28,183.3,183.7,180.0,181.25,157.51,10710188
2017-11-29,181.0,184.25,181.0,182.45,158.56,5407391
2017-11-30,181.0,182.0,179.45,180.65,156.99,9645385
2017-12-01,182.0,183.1,179.0,179.65,156.12,3451636
2017-12-04,181.25,183.8,180.85,181.6,157.82,6347567
2017-12-05,180.1,180.7,177.3,178.4,155.04,4550575
2017-12-06,178.4,179.2,175.4,175.85,152.82,4194219
2017-12-07,175.55,177.35,175.35,177.05,153.86,4373514
2017-12-08,177.5,181.4,177.45,180.25,156.64,4832733
2017-12-11,181.95,181.95,177.7,178.9,155.47,2310668
2017-12-12,180.4,184.2,180.2,183.3,159.29,6983526
2017-12-13,183.7,187.0,183.1,183.9,159.82,11488267
2017-12-14,185.95,186.7,182.4,184.35,160.21,5885128
2017-12-15,185.15,186.1,182.3,183.0,159.03,7297568
2017-12-18,183.0,183.9,177.0,183.05,159.08,4785160
2017-12-19,183.05,186.0,183.0,185.2,160.95,4240135
2017-12-20,190.7,191.1,187.5,188.0,163.38,8877376
2017-12-21,188.9,189.6,187.1,188.0,163.38,3893100
2017-12-22,188.7,193.8,187.75,193.4,168.07,8914713
2017-12-26,194.85,197.15,192.7,193.7,168.33,11345494
2017-12-27,195.3,196.0,191.35,192.6,167.38,7260402
2017-12-28,193.15,194.4,192.05,193.0,167.72,12772109
2017-12-29,194.0,195.9,192.5,195.2,169.64,5899591
2018-01-01,195.2,195.7,192.0,192.35,167.16,5899565
2018-01-02,195.75,197.5,195.0,196.85,171.07,12878378
2018-01-03,197.4,197.4,193.0,193.45,168.12,8032715
2018-01-04,195.3,200.0,195.2,199.5,173.37,12740860
2018-01-05,200.95,200.95,196.3,198.45,172.46,6812787
2018-01-08,198.0,199.9,196.7,197.4,171.55,4858711
2018-01-09,198.5,199.0,196.5,197.0,171.2,4598757
2018-01-10,198.3,200.0,197.25,197.9,171.98,7673209
2018-01-11,198.0,199.7,197.0,197.9,171.98,5701402
2018-01-12,198.9,201.95,197.65,200.75,174.46,9291346
2018-01-15,199.5,200.35,196.0,196.6,170.85,4500523
2018-01-16,197.6,198.25,195.0,197.2,171.37,5778244
2018-01-17,196.3,198.65,194.1,195.7,170.07,6306388
2018-01-18,196.4,197.5,193.25,194.1,168.68,6247782
2018-01-19,194.15,196.15,192.0,193.7,168.33,5046015
2018-01-22,198.0,205.95,198.0,200.7,174.42,23165754
2018-01-23,202.0,208.7,200.4,207.35,180.2,15755015
2018-01-24,209.2,212.0,208.0,210.85,183.24,16132441
2018-01-25,212.4,212.85,207.1,208.5,181.19,10247173
2018-01-29,208.0,208.45,204.25,205.15,178.28,7620080
2018-01-30,203.85,208.0,203.5,204.8,177.98,7323876
2018-01-31,203.0,204.6,198.8,203.45,176.81,11990243
2018-02-01,204.05,207.05,194.0,194.9,169.38,10015459
2018-02-02,194.0,197.75,188.0,192.7,167.46,12239774
2018-02-05,192.4,192.45,188.0,188.75,164.03,7607002
2018-02-06,182.0,187.0,180.1,185.45,161.16,5935676
2018-02-07,188.05,191.5,187.0,190.0,165.12,8644010
2018-02-08,190.0,191.6,188.0,188.7,163.99,4540513
2018-02-09,187.4,190.2,184.6,187.35,162.81,7314145
2018-02-12,192.0,194.5,190.35,191.0,165.99,14960914
2018-02-14,191.0,192.0,184.3,185.75,161.42,4960527
2018-02-15,187.1,189.0,185.0,188.3,163.64,5046557
2018-02-16,187.6,189.3,186.5,186.9,162.42,4167034
2018-02-19,187.4,187.4,181.85,185.3,161.03,4265576
2018-02-20,185.8,188.5,184.8,187.0,162.51,5328584
2018-02-21,188.0,190.8,184.7,190.15,165.25,4651807
2018-02-22,187.5,188.4,185.25,186.1,161.73,8629189
2018-02-23,187.05,190.85,186.5,189.8,164.94,4880302
2018-02-26,190.35,191.95,189.5,190.35,165.42,2721955
2018-02-27,191.0,194.35,186.1,188.5,163.81,6611097
2018-02-28,187.7,190.2,186.3,188.3,163.64,6147245
2018-03-01,187.9,190.2,187.35,189.7,164.86,3450224
2018-03-05,189.0,189.4,184.2,185.55,161.25,5082390
2018-03-06,186.5,186.9,184.5,185.4,161.12,2906142
2018-03-07,185.0,185.25,178.8,181.5,157.73,4482279
2018-03-08,182.0,182.7,179.4,180.15,156.56,3288627
2018-03-09,180.3,182.95,179.5,179.9,156.34,2053847
2018-03-12,180.9,184.3,179.0,183.85,159.77,4161129
2018-03-13,182.4,184.2,181.55,183.6,161.53,2457755
2018-03-14,182.8,184.1,179.75,180.6,158.89,4846612
2018-03-15,181.1,181.4,178.75,180.3,158.63,5145739
2018-03-16,180.3,180.45,176.1,177.15,155.86,8194541
2018-03-19,177.7,178.4,176.15,176.85,155.59,5782668
2018-03-20,176.4,177.75,173.6,174.1,153.17,3020586
2018-03-21,175.7,177.3,173.65,175.55,154.45,4055822
2018-03-22,177.0,181.7,176.55,178.9,157.4,8348549
2018-03-23,176.2,179.55,176.15,177.4,156.08,6884971
2018-03-26,179.45,179.45,176.0,178.9,157.4,4169998
2018-03-27,180.55,181.1,177.25,179.6,158.01,3823981
2018-03-28,178.5,179.0,176.1,177.8,156.43,6229049
2018-04-02,179.1,180.9,178.4,179.95,158.32,2235832
2018-04-03,177.7,179.2,176.4,177.5,156.17,3552271
2018-04-04,178.5,178.5,174.7,175.4,154.32,3353172
2018-04-05,176.5,177.9,175.45,177.45,156.12,5375271
2018-04-06,179.35,179.35,176.4,176.95,155.68,3633964
2018-04-09,177.1,179.15,176.3,178.4,156.96,4046065
2018-04-10,179.4,180.6,178.2,180.2,158.54,5180326
2018-04-11,181.5,185.4,180.35,182.15,160.26,11607043
2018-04-12,183.15,184.0,181.0,181.75,159.9,4277125
2018-04-13,181.8,183.5,181.1,182.5,160.56,3050131
2018-04-16,182.2,182.35,179.8,181.5,159.68,2308502
2018-04-17,181.75,182.1,179.3,180.8,159.07,2721706
2018-04-18,181.05,182.95,181.0,182.1,160.21,3279393
2018-04-19,183.25,186.25,181.75,183.95,161.84,5004280
2018-04-20,185.0,185.0,181.1,182.35,160.43,1618027
2018-04-23,183.4,183.75,179.4,181.05,159.29,3930421
2018-04-24,182.1,183.05,181.5,182.65,160.7,4080212
2018-04-25,181.6,182.45,178.7,179.45,157.88,3629856
2018-04-26,179.45,181.8,177.3,180.8,159.07,6742459
2018-04-27,180.95,183.0,179.55,180.7,158.98,4687951
2018-04-30,178.5,181.95,178.3,180.55,158.85,3335191
2018-05-02,181.5,181.5,179.25,180.05,158.41,4157973
2018-05-03,179.95,182.35,179.7,181.1,159.33,2796713
2018-05-04,181.8,185.15,179.55,180.25,158.59,5325720
2018-05-07,181.25,184.5,180.8,183.9,161.8,4799480
2018-05-08,184.85,186.15,179.45,183.1,161.09,5730645
2018-05-09,184.4,185.75,182.2,182.85,160.87,3075560
2018-05-10,184.45,189.35,183.5,188.25,165.62,10328901
2018-05-11,188.55,189.0,186.3,187.5,164.96,4926216
2018-05-14,187.5,188.5,184.85,187.25,164.74,3255344
2018-05-15,189.0,192.0,184.2,189.0,166.28,5877427
2018-05-16,188.95,188.95,175.8,186.2,163.82,8348946
2018-05-17,185.95,189.4,184.95,188.6,165.93,4519306
2018-05-18,189.0,191.75,184.6,185.05,162.81,4488003
2018-05-21,186.45,188.65,185.2,185.75,163.42,3380355
2018-05-22,186.2,188.5,184.0,185.2,162.94,3796268
2018-05-23,183.9,185.35,174.3,175.4,154.32,5590802
2018-05-24,175.6,176.1,155.15,167.7,147.54,34819270
2018-05-25,166.0,176.2,162.85,175.45,154.36,12361678
2018-05-28,175.0,178.8,173.7,175.6,154.49,8087040
2018-05-29,176.2,177.4,173.25,175.55,154.45,11015160
2018-05-30,175.4,178.5,172.7,174.0,153.09,12554659
2018-05-31,177.7,180.35,175.05,177.9,156.52,23822373
2018-06-01,176.0,176.0,170.6,173.2,152.38,9847581
2018-06-04,175.4,175.4,170.4,171.1,150.53,5294603
2018-06-05,170.5,172.3,169.2,171.2,150.62,5918946
2018-06-06,171.25,172.25,169.8,170.3,149.83,3331408
2018-06-07,170.1,173.75,170.1,172.65,151.9,5086661
2018-06-08,174.0,174.9,172.1,173.7,152.82,4323567
2018-06-11,174.05,174.3,172.5,173.3,152.47,3192749
2018-06-12,172.85,175.6,170.8,171.4,150.8,4564556
2018-06-13,170.8,172.0,168.6,170.0,149.57,5321172
2018-06-14,169.5,170.8,167.0,168.5,148.25,4188442
2018-06-15,166.4,168.3,164.55,165.45,145.56,7589493
2018-06-18,164.9,167.4,163.25,164.6,144.82,4390244
2018-06-19,165.4,166.8,163.5,164.8,144.99,4413184
2018-06-20,165.0,165.0,162.15,162.75,143.19,5768211
2018-06-21,163.7,163.7,158.25,159.7,140.51,12638114
2018-06-22,160.65,160.65,158.65,159.55,140.37,5371207
2018-06-25,160.35,160.7,156.1,156.65,137.82,5899032
2018-06-26,156.4,158.9,156.05,158.3,139.27,5960446
2018-06-27,158.35,158.85,154.45,156.25,137.47,7034207
2018-06-28,156.3,158.6,151.8,153.5,135.05,17670403
2018-06-29,155.15,159.35,154.15,158.4,139.36,7079407
2018-07-02,157.85,158.0,153.5,155.5,136.81,9196529
2018-07-03,155.05,161.6,154.7,157.7,138.75,12087830
2018-07-04,157.8,158.0,155.05,156.0,137.25,5194030
2018-07-05,156.0,157.6,154.2,156.4,137.6,6807718
2018-07-06,156.9,157.35,155.25,155.45,136.77,3633191
2018-07-09,156.0,158.4,155.2,157.4,138.48,4379183
2018-07-10,158.5,159.8,157.35,157.95,138.97,5276248
2018-07-11,158.0,158.75,156.5,158.1,139.1,6653936
2018-07-12,159.6,160.2,154.75,158.95,139.85,8165181
2018-07-13,159.05,159.05,153.6,154.1,135.58,3523600
2018-07-16,155.7,156.15,153.05,153.8,135.31,3680440
2018-07-17,153.25,156.85,152.45,156.15,137.38,3952416
2018-07-18,156.9,164.8,156.85,160.3,141.03,16571981
2018-07-19,162.7,165.2,160.8,161.75,142.31,8472466
2018-07-20,161.75,162.0,156.6,157.95,138.97,5475594
2018-07-23,158.05,158.75,154.8,156.55,137.73,4553137
2018-07-24,157.2,158.2,155.85,157.2,138.31,3943002
2018-07-25,157.75,160.75,157.25,159.05,139.93,4063454
2018-07-26,159.2,164.0,158.2,162.55,143.01,8778489
2018-07-27,162.5,162.8,160.15,161.3,141.91,3542015
2018-07-30,161.45,166.45,161.15,164.1,144.38,9599714
2018-07-31,165.8,166.75,163.0,165.7,145.78,6815180
2018-08-01,165.25,168.75,165.15,167.2,147.1,4618179
2018-08-02,169.4,170.8,165.25,166.4,146.4,7825776
2018-08-03,170.4,171.0,166.2,166.8,146.75,12172870
2018-08-06,167.1,169.7,166.8,169.25,148.91,5159560
2018-08-07,170.0,170.0,166.55,167.55,147.41,4300164
2018-08-08,167.6,172.9,167.6,172.5,151.77,7991348
2018-08-09,172.55,172.9,168.35,168.9,148.6,4437178
2018-08-10,169.4,170.9,168.15,169.25,148.91,4341382
2018-08-13,168.9,168.9,165.5,166.05,146.09,3731211
2018-08-14,166.35,167.0,164.85,166.25,146.27,3791016
2018-08-16,165.9,166.6,163.85,164.45,144.68,4184404
2018-08-17,164.5,165.0,162.5,163.05,143.45,4754545
